D;Delta;env;chi;eng
2;0.36015208809562915;BP;1;-185.2573135089739
4;0.19077997076050054;BP;1;-184.4736609231361
8;0.132672356899805;BP;1;-183.89533293913738
16;0.09401476511574688;BP;1;-183.51668765217417
32;0.06120221677874378;BP;1;-183.18825135774324
2;0.36015208809562915;CTM;2;-185.25739049134168
2;0.36015208809562915;MPS;2;-185.25786716293817
2;0.36015208809562915;CTM;4;-185.25738926970558
2;0.36015208809562915;MPS;4;-185.25788265707132
2;0.36015208809562915;CTM;8;-185.25738926970558
2;0.36015208809562915;MPS;8;-185.2578826457874
4;0.19077997076050054;CTM;2;-184.47345913375648
4;0.19077997076050054;MPS;2;-184.48268280950583
4;0.19077997076050054;CTM;4;-184.47307399092404
4;0.19077997076050054;MPS;4;-184.4833827425657
4;0.19077997076050054;CTM;8;-184.4730948087642
4;0.19077997076050054;MPS;8;-184.4790882256849
8;0.132672356899805;CTM;2;-183.8955643238595
8;0.132672356899805;MPS;2;-183.88953025252596
8;0.132672356899805;CTM;4;-183.89616352756093
8;0.132672356899805;MPS;4;-183.91227501471488
8;0.132672356899805;CTM;8;-183.89611770834506
8;0.132672356899805;MPS;8;-183.90778450287246
16;0.09401476511574688;CTM;2;-183.51501967471958
16;0.09401476511574688;MPS;2;-183.52355687941017
16;0.09401476511574688;CTM;4;-183.51534269570817
16;0.09401476511574688;MPS;4;-183.53019452717206
16;0.09401476511574688;MPS;8;-183.53466736268336
16;0.09401476511574688;CTM;8;-183.51687293665063
32;0.06120221677874378;MPS;2;-183.19589590849156
32;0.06120221677874378;CTM;2;-183.18635000026336
32;0.06120221677874378;MPS;4;-183.2054048565763
32;0.06120221677874378;CTM;4;-183.18713776151745
32;0.06120221677874378;MPS;8;-183.20700885722096
64;0.03419971735899119;BP;1;-182.95504513457368
32;0.06120221677874378;CTM;8;-183.18961139335468
64;0.03419971735899119;BP;1;-182.95504513457368
