D;Delta;env;chi;eng
2;0.16095850664079117;BP;1;-135.55702352964562
4;0.04589949407825904;BP;1;-131.17159709182715
8;1.5802299718033475e-15;BP;1;-130.0488434648344
32;1.5802299718033475e-15;BP;1;-130.0488434648344
16;1.5802299718033475e-15;BP;1;-130.0488434648344
2;0.16095850664079117;CTM;2;-135.5572933098497
2;0.16095850664079117;CTM;4;-135.5571934553913
2;0.16095850664079117;CTM;8;-135.5571934553913
4;0.04589949407825904;CTM;2;-131.17152614483632
4;0.04589949407825904;CTM;4;-131.17152483501442
4;0.04589949407825904;CTM;8;-131.17153235923223
8;1.5802299718033475e-15;CTM;2;-130.03100987020434
8;1.5802299718033475e-15;CTM;4;-130.03100985560764
8;1.5802299718033475e-15;CTM;8;-130.03100985560764
16;1.5802299718033475e-15;CTM;2;-130.03100987020434
16;1.5802299718033475e-15;CTM;4;-130.03100985560764
16;1.5802299718033475e-15;CTM;8;-130.03100985560764
32;1.5802299718033475e-15;CTM;2;-130.03100987020434
32;1.5802299718033475e-15;CTM;4;-130.03100985560764
32;1.5802299718033475e-15;CTM;8;-130.03100985560764
