D;Delta;env;chi;eng
2;0.1747079132520249;BP;1;-157.67764233654165
4;0.086600459852126;BP;1;-155.82334637263043
8;0.022312967487566695;BP;1;-154.36401432694046
16;0.0016225030466670554;BP;1;-154.15592459692851
32;8.202601072205068e-15;BP;1;-154.15374525071806
2;0.1747079132520249;CTM;2;-157.67777756525126
2;0.1747079132520249;CTM;4;-157.6777454896898
2;0.1747079132520249;CTM;8;-157.6777454896898
4;0.086600459852126;CTM;2;-155.82374548096257
4;0.086600459852126;CTM;4;-155.82372817340186
4;0.086600459852126;CTM;8;-155.82368500213053
8;0.022312967487566695;CTM;2;-154.36472104226303
8;0.022312967487566695;CTM;4;-154.36475999624875
8;0.022312967487566695;CTM;8;-154.364898207425
16;0.0016225030466670554;CTM;2;-154.1562288391512
16;0.0016225030466670554;CTM;4;-154.15599659768287
16;0.0016225030466670554;CTM;8;-154.15633440707444
32;8.202601072205068e-15;CTM;2;-154.1540333129458
32;8.202601072205068e-15;CTM;4;-154.15386548024108
32;8.202601072205068e-15;CTM;8;-154.15417863580612
