D;Delta;env;chi;eng
2;0.5294012965979614;BP;1;-187.65517479273703
8;0.12819369478596962;BP;1;-168.98720040747295
4;0.27424883699323327;BP;1;-176.17516517402544
16;0.04415696081131344;BP;1;-165.85522666439863
32;0.008865655998694412;BP;1;-165.0988318931071
2;0.5294012965979614;CTM;2;-187.65478505912589
2;0.5294012965979614;CTM;4;-187.654745098212
2;0.5294012965979614;CTM;8;-187.654745098212
4;0.27424883699323327;CTM;2;-176.17278009935094
4;0.27424883699323327;CTM;4;-176.17099600180435
4;0.27424883699323327;CTM;8;-176.1717040721872
16;0.04415696081131344;CTM;2;-165.85519735976234
16;0.04415696081131344;CTM;4;-165.8479403118294
16;0.04415696081131344;CTM;8;-165.84559757698193
8;0.12819369478596962;CTM;2;-168.98532467635653
8;0.12819369478596962;CTM;4;-168.97473071226122
8;0.12819369478596962;CTM;8;-168.9755163661637
32;0.008865655998694412;CTM;2;-165.09855110604397
32;0.008865655998694412;CTM;4;-165.09286452937536
32;0.008865655998694412;CTM;8;-165.09059492425865
32;0.00886565599869423;BP;1;-165.09883189310713
