D;Delta;env;chi;eng
2;3.285205701278889e-16;BP;1;-84.6816230089526
4;3.285205701278889e-16;BP;1;-84.6816230089526
8;3.285205701278889e-16;BP;1;-84.6816230089526
16;3.285205701278889e-16;BP;1;-84.6816230089526
32;3.285205701278889e-16;BP;1;-84.6816230089526
2;3.285205701278889e-16;CTM;4;-84.68162300895261
2;3.285205701278889e-16;CTM;2;-84.68162300895261
2;3.285205701278889e-16;CTM;8;-84.68162300895261
4;3.285205701278889e-16;CTM;2;-84.68162300895261
4;3.285205701278889e-16;CTM;4;-84.68162300895261
4;3.285205701278889e-16;CTM;8;-84.68162300895261
8;3.285205701278889e-16;CTM;2;-84.68162300895261
8;3.285205701278889e-16;CTM;4;-84.68162300895261
8;3.285205701278889e-16;CTM;8;-84.68162300895261
32;3.285205701278889e-16;CTM;2;-84.68162300895261
32;3.285205701278889e-16;CTM;4;-84.68162300895261
32;3.285205701278889e-16;CTM;8;-84.68162300895261
16;3.285205701278889e-16;CTM;2;-84.68162300895261
16;3.285205701278889e-16;CTM;4;-84.68162300895261
16;3.285205701278889e-16;CTM;8;-84.68162300895261
