D;Delta;env;chi;eng
8;0.007624683670542593;BP;1;-144.06778557626126
4;0.06033662669882425;BP;1;-145.22052290650555
2;0.1433978771990306;BP;1;-147.02737126670638
16;4.590979998247611e-15;BP;1;-144.02989953421402
32;4.590979998247611e-15;BP;1;-144.02989953421402
2;0.1433978771990306;CTM;2;-147.02758854171398
2;0.1433978771990306;CTM;4;-147.02758471786572
2;0.1433978771990306;CTM;8;-147.02758471786572
4;0.06033662669882425;CTM;2;-145.22080557352376
4;0.06033662669882425;CTM;4;-145.220859255504
4;0.06033662669882425;CTM;8;-145.22091975847465
8;0.007624683670542593;CTM;2;-144.06794542976652
8;0.007624683670542593;CTM;4;-144.0680964009741
8;0.007624683670542593;CTM;8;-144.06805106002653
16;4.590979998247611e-15;CTM;2;-144.03021365063753
16;4.590979998247611e-15;CTM;4;-144.0298547965215
32;4.590979998247611e-15;CTM;2;-144.03021365063753
16;4.590979998247611e-15;CTM;8;-144.02985479652145
32;4.590979998247611e-15;CTM;4;-144.0298547965215
32;4.590979998247611e-15;CTM;8;-144.02985479652145
