D;Delta;env;chi;eng
2;0.09543738184202605;BP;1;-144.17848888257916
4;1.0252767836282708e-15;BP;1;-139.7599185395974
8;1.0252767836282708e-15;BP;1;-139.7599185395974
16;1.0252767836282708e-15;BP;1;-139.7599185395974
32;1.0252767836282708e-15;BP;1;-139.7599185395974
2;0.09543738184202605;CTM;2;-144.1784607974671
2;0.09543738184202605;CTM;4;-144.17845889727292
2;0.09543738184202605;CTM;8;-144.17845889727292
4;1.0252767836282708e-15;CTM;2;-139.64118815815888
4;1.0252767836282708e-15;CTM;4;-139.64118815815888
4;1.0252767836282708e-15;CTM;8;-139.64118815815888
16;1.0252767836282708e-15;CTM;2;-139.64118815815888
16;1.0252767836282708e-15;CTM;4;-139.64118815815888
16;1.0252767836282708e-15;CTM;8;-139.64118815815888
8;1.0252767836282708e-15;CTM;2;-139.64118815815888
8;1.0252767836282708e-15;CTM;4;-139.64118815815888
8;1.0252767836282708e-15;CTM;8;-139.64118815815888
32;1.0252767836282708e-15;CTM;2;-139.64118815815888
32;1.0252767836282708e-15;CTM;4;-139.64118815815888
32;1.0252767836282708e-15;CTM;8;-139.64118815815888
32;9.58160882688999e-16;BP;1;-139.7599185395974
