D;Delta;env;chi;eng
2;0.13787369762337515;BP;1;-109.33575008902032
4;0.02693765599607216;BP;1;-107.01796110655688
16;2.742276706305022e-15;BP;1;-106.72733823735922
8;2.742276706305022e-15;BP;1;-106.72733823735922
32;2.742276706305022e-15;BP;1;-106.72733823735922
2;0.13787369762337515;CTM;2;-109.33574421943398
2;0.13787369762337515;CTM;4;-109.33573657947954
2;0.13787369762337515;CTM;8;-109.33573657947954
4;0.02693765599607216;CTM;2;-107.01794387063823
4;0.02693765599607216;CTM;4;-107.01803017135052
4;0.02693765599607216;CTM;8;-107.01802663264156
8;2.742276706305022e-15;CTM;2;-106.71657468023975
8;2.742276706305022e-15;CTM;4;-106.71657467798418
8;2.742276706305022e-15;CTM;8;-106.71657467798418
16;2.742276706305022e-15;CTM;2;-106.71657468023975
16;2.742276706305022e-15;CTM;4;-106.71657467798418
16;2.742276706305022e-15;CTM;8;-106.71657467798418
32;2.742276706305022e-15;CTM;2;-106.71657468023975
32;2.742276706305022e-15;CTM;4;-106.71657467798418
32;2.742276706305022e-15;CTM;8;-106.71657467798418
64;2.742276706305022e-15;BP;1;-106.72733823735922
