D;Delta;env;chi;eng
4;0.08804940441149997;BP;1;-158.5175030688821
2;0.17938789031649233;BP;1;-160.71508548362084
8;0.02228001580740621;BP;1;-156.88545357838092
16;0.0016298752575850195;BP;1;-156.65630593237123
32;7.991778025908216e-15;BP;1;-156.65377669347149
2;0.17938789031649233;CTM;2;-160.71096198051725
2;0.17938789031649233;CTM;4;-160.71095227078828
2;0.17938789031649233;CTM;8;-160.71095227078828
4;0.08804940441149997;CTM;2;-158.51377264771503
4;0.08804940441149997;CTM;4;-158.5135584234614
4;0.08804940441149997;CTM;8;-158.51353334390507
8;0.02228001580740621;CTM;2;-156.88509624656987
8;0.02228001580740621;CTM;4;-156.8855036363954
8;0.02228001580740621;CTM;8;-156.88549149259197
16;0.0016298752575850195;CTM;2;-156.65695998173913
16;0.0016298752575850195;CTM;4;-156.6564228382836
16;0.0016298752575850195;CTM;8;-156.65620675249963
32;7.991778025908216e-15;CTM;2;-156.65436489858476
32;7.991778025908216e-15;CTM;4;-156.6541856534536
32;7.991778025908216e-15;CTM;8;-156.65410131694378
