D;Delta;env;chi;eng
2;0.12273740579225115;BP;1;-132.55627009488362
4;0.04575701403212182;BP;1;-130.95061486642598
8;0.004533177173133257;BP;1;-130.31419166550276
16;6.206297789370736e-15;BP;1;-130.3028468122726
32;6.206297789370736e-15;BP;1;-130.3028468122726
4;0.04575701403212182;CTM;2;-130.94988488320413
4;0.04575701403212182;CTM;4;-130.94959014404782
2;0.12273740579225115;CTM;2;-132.55620195197446
4;0.04575701403212182;CTM;8;-130.94954196687658
2;0.12273740579225115;CTM;4;-132.5561973067811
2;0.12273740579225115;CTM;8;-132.5561973067811
32;6.206297789370736e-15;CTM;2;-130.3026740539463
32;6.206297789370736e-15;CTM;4;-130.3027338502111
16;6.206297789370736e-15;CTM;2;-130.3026740539463
8;0.004533177173133257;CTM;2;-130.3140218898542
8;0.004533177173133257;CTM;4;-130.31408411710774
8;0.004533177173133257;CTM;8;-130.31400705381645
16;6.206297789370736e-15;CTM;4;-130.3027338502111
32;6.206297789370736e-15;CTM;8;-130.3027338502111
16;6.206297789370736e-15;CTM;8;-130.3027338502111
32;6.305970036225288e-15;BP;1;-130.30284681227266
