D;Delta;env;chi;eng
8;0.008803964265704997;BP;1;-148.1530649918586
4;0.0686431660976775;BP;1;-149.76570456470378
2;0.16224645557370954;BP;1;-152.37435968386825
32;4.844296355866906e-15;BP;1;-148.09351331189237
16;4.844296355866906e-15;BP;1;-148.09351331189237
4;0.0686431660976775;CTM;2;-149.76604420086292
4;0.0686431660976775;CTM;4;-149.76652722834964
4;0.0686431660976775;CTM;8;-149.7665136040527
2;0.16224645557370954;CTM;2;-152.36928137063188
2;0.16224645557370954;CTM;4;-152.3689223255953
2;0.16224645557370954;CTM;8;-152.3689223255953
16;4.844296355866906e-15;CTM;2;-148.09374794179084
16;4.844296355866906e-15;CTM;4;-148.09355365345232
8;0.008803964265704997;CTM;2;-148.15313171130666
8;0.008803964265704997;CTM;4;-148.15355711460273
8;0.008803964265704997;CTM;8;-148.15333846561376
16;4.844296355866906e-15;CTM;8;-148.09355365345232
32;4.844296355866906e-15;CTM;2;-148.09374794179084
32;4.844296355866906e-15;CTM;4;-148.09355365345232
32;4.844296355866906e-15;CTM;8;-148.09355365345232
