D;Delta;env;chi;eng
4;0.08006654122924392;BP;1;-158.7591917703663
2;0.16826694695015815;BP;1;-160.53201221160816
8;0.019855776047024667;BP;1;-157.40436152578192
16;0.00130475614552252;BP;1;-157.22255055460633
32;8.904654816802179e-15;BP;1;-157.22093425686833
2;0.16826694695015815;CTM;2;-160.5279355916043
2;0.16826694695015815;CTM;4;-160.52795638832058
2;0.16826694695015815;CTM;8;-160.52795638832058
4;0.08006654122924392;CTM;2;-158.75570334489248
4;0.08006654122924392;CTM;4;-158.75564469187273
4;0.08006654122924392;CTM;8;-158.75554180871612
8;0.019855776047024667;CTM;2;-157.40416555127734
8;0.019855776047024667;CTM;4;-157.40447212507192
8;0.019855776047024667;CTM;8;-157.40438352116212
16;0.00130475614552252;CTM;2;-157.22300401731866
16;0.00130475614552252;CTM;4;-157.2228680700413
16;0.00130475614552252;CTM;8;-157.2225155901785
32;8.904654816802179e-15;CTM;2;-157.22140575506847
32;8.904654816802179e-15;CTM;4;-157.22127625761257
32;8.904654816802179e-15;CTM;8;-157.22117519666625
