D;Delta;env;chi;eng
2;0.1502821645709514;BP;1;-137.00301484022586
8;1.6609677308203906e-15;BP;1;-132.5382915919559
4;0.041723520797013074;BP;1;-133.4944932269057
16;1.6609677308203906e-15;BP;1;-132.5382915919559
32;1.6609677308203906e-15;BP;1;-132.5382915919559
2;0.1502821645709514;CTM;2;-137.00331185388433
2;0.1502821645709514;CTM;4;-137.00336900814366
2;0.1502821645709514;CTM;8;-137.00336900814366
4;0.041723520797013074;CTM;2;-133.49459142452264
4;0.041723520797013074;CTM;4;-133.4945984652866
4;0.041723520797013074;CTM;8;-133.49464142998
8;1.6609677308203906e-15;CTM;2;-132.52329596252912
8;1.6609677308203906e-15;CTM;4;-132.52329594773596
8;1.6609677308203906e-15;CTM;8;-132.52329594773596
16;1.6609677308203906e-15;CTM;2;-132.52329596252912
16;1.6609677308203906e-15;CTM;4;-132.52329594773596
16;1.6609677308203906e-15;CTM;8;-132.52329594773596
32;1.6609677308203906e-15;CTM;2;-132.52329596252912
32;1.6609677308203906e-15;CTM;4;-132.52329594773596
32;1.6609677308203906e-15;CTM;8;-132.52329594773596
