D;Delta;env;chi;eng
2;0.1025304215169421;BP;1;-117.70913517761029
4;9.396357324246113e-16;BP;1;-113.67447631599553
16;9.396357324246113e-16;BP;1;-113.67447631599553
8;9.396357324246113e-16;BP;1;-113.67447631599553
32;9.396357324246113e-16;BP;1;-113.67447631599553
2;0.1025304215169421;CTM;2;-117.70934820519334
2;0.1025304215169421;CTM;4;-117.70914764037147
2;0.1025304215169421;CTM;8;-117.70914764037147
4;9.396357324246113e-16;CTM;2;-113.67662228960295
4;9.396357324246113e-16;CTM;4;-113.67662228960295
4;9.396357324246113e-16;CTM;8;-113.67662228960295
8;9.396357324246113e-16;CTM;2;-113.67662228960295
8;9.396357324246113e-16;CTM;4;-113.67662228960295
8;9.396357324246113e-16;CTM;8;-113.67662228960295
16;9.396357324246113e-16;CTM;2;-113.67662228960295
16;9.396357324246113e-16;CTM;4;-113.67662228960295
16;9.396357324246113e-16;CTM;8;-113.67662228960295
32;9.396357324246113e-16;CTM;2;-113.67662228960295
32;9.396357324246113e-16;CTM;4;-113.67662228960295
32;9.396357324246113e-16;CTM;8;-113.67662228960295
