D;Delta;env;chi;eng
2;0.15064876888317857;BP;1;-138.47097403579653
4;0.040316091671552874;BP;1;-134.1106215239322
8;1.6984199883907495e-15;BP;1;-133.1455922455357
32;1.6984199883907495e-15;BP;1;-133.1455922455357
16;1.6984199883907495e-15;BP;1;-133.1455922455357
2;0.15064876888317857;CTM;2;-138.46920796760963
2;0.15064876888317857;CTM;4;-138.46899381242483
2;0.15064876888317857;CTM;8;-138.46899381242483
4;0.040316091671552874;CTM;2;-134.1111043067712
4;0.040316091671552874;CTM;4;-134.11112249808795
4;0.040316091671552874;CTM;8;-134.11115882038376
8;1.6984199883907495e-15;CTM;2;-133.1356497927454
8;1.6984199883907495e-15;CTM;4;-133.1356497897479
8;1.6984199883907495e-15;CTM;8;-133.1356497897479
16;1.6984199883907495e-15;CTM;2;-133.1356497927454
16;1.6984199883907495e-15;CTM;4;-133.1356497897479
16;1.6984199883907495e-15;CTM;8;-133.1356497897479
32;1.6984199883907495e-15;CTM;2;-133.1356497927454
32;1.6984199883907495e-15;CTM;4;-133.1356497897479
32;1.6984199883907495e-15;CTM;8;-133.1356497897479
