D;Delta;env;chi;eng
4;0.1485991059821779;BP;1;-153.0670949564376
2;0.37090251603812296;BP;1;-167.80655488531528
8;0.030470103223910947;BP;1;-146.38331351081615
32;5.819076299414317e-15;BP;1;-145.71460635444055
16;5.819076299414317e-15;BP;1;-145.71460635444055
2;0.37090251603812296;CTM;2;-167.80724502742666
2;0.37090251603812296;CTM;4;-167.80762209186742
2;0.37090251603812296;CTM;8;-167.80762209186742
8;0.030470103223910947;CTM;2;-146.38301767668443
8;0.030470103223910947;CTM;4;-146.3823261532212
8;0.030470103223910947;CTM;8;-146.3820770877003
4;0.1485991059821779;CTM;2;-153.0653600145689
4;0.1485991059821779;CTM;4;-153.06545847476275
4;0.1485991059821779;CTM;8;-153.06526483516723
16;5.819076299414317e-15;CTM;2;-145.71440719936692
16;5.819076299414317e-15;CTM;4;-145.71400711962963
32;5.819076299414317e-15;CTM;2;-145.71440719936692
16;5.819076299414317e-15;CTM;8;-145.7140071196296
32;5.819076299414317e-15;CTM;4;-145.71400711962963
32;5.819076299414317e-15;CTM;8;-145.7140071196296
32;5.775911715641071e-15;BP;1;-145.7146063544405
64;5.819076299414317e-15;BP;1;-145.71460635444055
