D;Delta;env;chi;eng
4;0.0428785323920004;BP;1;-169.97412506142194
2;0.15126917969105566;BP;1;-175.24961165709527
8;1.8745189119932635e-15;BP;1;-168.65816746752608
32;1.8745189119932635e-15;BP;1;-168.65816746752608
16;1.8745189119932635e-15;BP;1;-168.65816746752608
4;0.0428785323920004;CTM;2;-169.97411085905796
4;0.0428785323920004;CTM;4;-169.97424194464483
4;0.0428785323920004;CTM;8;-169.97418017727125
8;1.8745189119932635e-15;CTM;2;-168.64639567741108
8;1.8745189119932635e-15;CTM;4;-168.64639568425065
8;1.8745189119932635e-15;CTM;8;-168.64639568425065
16;1.8745189119932635e-15;CTM;2;-168.64639567741108
16;1.8745189119932635e-15;CTM;4;-168.64639568425065
16;1.8745189119932635e-15;CTM;8;-168.64639568425065
32;1.8745189119932635e-15;CTM;2;-168.64639567741108
32;1.8745189119932635e-15;CTM;4;-168.64639568425065
32;1.8745189119932635e-15;CTM;8;-168.64639568425065
2;0.15126917969105566;CTM;2;-175.24989254777708
2;0.15126917969105566;CTM;4;-175.24988636846507
2;0.15126917969105566;CTM;8;-175.24988636846507
32;1.8535170297492467e-15;BP;1;-168.658167467526
