D;Delta;env;chi;eng
2;0.24183788309800505;BP;1;-168.5127877266939
4;0.1285666956192168;BP;1;-166.12298843163177
8;0.057264065292491645;BP;1;-164.5213482481508
16;0.01320218652523087;BP;1;-163.80323567235058
32;0.0015227838337568249;BP;1;-163.7352991302137
2;0.24183788309800505;CTM;2;-168.51211040811987
2;0.24183788309800505;CTM;4;-168.5120976106019
2;0.24183788309800505;CTM;8;-168.5120976106019
4;0.1285666956192168;CTM;2;-166.12258364247458
4;0.1285666956192168;CTM;4;-166.1223148319431
4;0.1285666956192168;CTM;8;-166.12229469341753
8;0.057264065292491645;CTM;2;-164.52124627790826
8;0.057264065292491645;CTM;4;-164.5210751881092
8;0.057264065292491645;CTM;8;-164.52106843333132
16;0.01320218652523087;CTM;2;-163.80353058003783
16;0.01320218652523087;CTM;4;-163.80288683384052
16;0.01320218652523087;CTM;8;-163.80290690842975
32;0.0015227838337568249;CTM;2;-163.73578004370262
32;0.0015227838337568249;CTM;4;-163.73514140753684
32;0.0015227838337568249;CTM;8;-163.7347757702911
64;7.088320621856362e-05;BP;1;-163.73362550754678
32;0.0015227838337567418;BP;1;-163.73529913021386
