D;Delta;env;chi;eng
2;0.19493691291348192;BP;1;-163.17370704650216
4;0.09946108610822511;BP;1;-161.03676539416543
8;0.0344878193375166;BP;1;-159.7236575193361
16;0.005269178293652446;BP;1;-159.3609514857175
32;0.00030741292307820574;BP;1;-159.34562111994518
16;0.005269178293652446;CTM;2;-159.36132129645702
16;0.005269178293652446;CTM;4;-159.36109535331843
8;0.0344878193375166;CTM;2;-159.72397719203684
8;0.0344878193375166;CTM;4;-159.7241746958826
8;0.0344878193375166;CTM;8;-159.72405379714576
16;0.005269178293652446;CTM;8;-159.36111867337965
32;0.00030741292307820574;CTM;2;-159.34618728677594
2;0.19493691291348192;CTM;2;-163.17334399248833
2;0.19493691291348192;CTM;4;-163.17339457134503
2;0.19493691291348192;CTM;8;-163.17339457134503
4;0.09946108610822511;CTM;2;-161.0371047803803
4;0.09946108610822511;CTM;4;-161.03659416857346
4;0.09946108610822511;CTM;8;-161.03660405574442
32;0.00030741292307820574;CTM;4;-159.34582192025587
32;0.00030741292307820574;CTM;8;-159.34573760860113
64;1.1140467478734225e-14;BP;1;-159.34551515602135
32;0.00030741292307816606;BP;1;-159.34562111994575
64;1.1140467478734225e-14;BP;1;-159.34551515602135
