D;Delta;env;chi;eng
2;0.3294410262943982;BP;1;-187.43686328116436
4;0.14297030164656122;BP;1;-186.97991515215807
8;0.09948943077705727;BP;1;-186.7165412499028
16;0.07312642994100269;BP;1;-186.53407271712183
32;0.05046723911672914;BP;1;-186.37448624313603
2;0.3294410262943982;CTM;2;-187.4368704719915
2;0.3294410262943982;MPS;2;-187.4372111858868
2;0.3294410262943982;CTM;4;-187.4368704818757
2;0.3294410262943982;MPS;4;-187.43747580976637
2;0.3294410262943982;CTM;8;-187.4368704818757
2;0.3294410262943982;MPS;8;-187.4374757514314
4;0.14297030164656122;CTM;2;-186.979711377594
4;0.14297030164656122;MPS;2;-186.9839362573381
4;0.14297030164656122;CTM;4;-186.979675865447
4;0.14297030164656122;MPS;4;-186.98373791602543
4;0.14297030164656122;CTM;8;-186.9796642617645
4;0.14297030164656122;MPS;8;-186.98294471103964
8;0.09948943077705727;CTM;2;-186.71659293695217
8;0.09948943077705727;MPS;2;-186.72279128005312
8;0.09948943077705727;CTM;4;-186.71744562296294
8;0.09948943077705727;MPS;4;-186.7244109716468
8;0.09948943077705727;CTM;8;-186.71730420379956
8;0.09948943077705727;MPS;8;-186.72293369270326
16;0.07312642994100269;MPS;2;-186.53927639127755
16;0.07312642994100269;CTM;2;-186.53433920252016
16;0.07312642994100269;MPS;4;-186.53558411232223
16;0.07312642994100269;CTM;4;-186.53516603704273
16;0.07312642994100269;MPS;8;-186.54598869046464
16;0.07312642994100269;CTM;8;-186.53582020376078
32;0.05046723911672914;MPS;2;-186.37376833600894
32;0.05046723911672914;CTM;2;-186.37351889643665
32;0.05046723911672914;MPS;4;-186.36503601000794
32;0.05046723911672914;CTM;4;-186.37381688129935
32;0.05046723911672914;MPS;8;-186.38111012672368
32;0.05046723911672914;CTM;8;-186.3749208466806
64;0.03055938279667127;BP;1;-186.25091272453403
