D;Delta;env;chi;eng
2;0.6496624153587481;BP;1;-172.90111178421017
4;0.37711763911394786;BP;1;-168.65580901866062
8;0.22533619341392394;BP;1;-165.45638564391942
16;0.12889531523550038;BP;1;-163.41269453549876
32;0.0636700932951907;BP;1;-162.2667546094618
64;0.0262715254802148;BP;1;-161.810896303949
4;0.37711763911394786;CTM;2;-168.65714514799635
4;0.37711763911394786;CTM;4;-168.65669814340222
4;0.37711763911394786;CTM;8;-168.6565666140417
8;0.22533619341392394;CTM;2;-165.45775886860187
8;0.22533619341392394;CTM;4;-165.45880371291025
8;0.22533619341392394;CTM;8;-165.4579204836905
16;0.12889531523550038;CTM;2;-163.41459444164528
16;0.12889531523550038;CTM;4;-163.4154546041212
16;0.12889531523550038;CTM;8;-163.41576319100918
16;0.12889531523550038;CTM;8;-163.41576319100918
32;0.0636700932951907;CTM;2;-162.268793610044
32;0.0636700932951907;CTM;2;-162.268793610044
32;0.0636700932951907;CTM;4;-162.26964291930986
32;0.0636700932951907;CTM;4;-162.26964291930986
32;0.0636700932951907;CTM;8;-162.27081528948852
32;0.0636700932951907;CTM;8;-162.27081528948852
32;0.06367009329519052;BP;1;-162.26675460946188
64;0.0262715254802148;BP;1;-161.810896303949
