D;Delta;env;chi;eng
2;0.26839481669047127;BP;1;-178.18208559931387
4;0.11794719109946393;BP;1;-176.3601954165628
8;0.06203273956123917;BP;1;-175.72544603704293
16;0.027066285140651257;BP;1;-175.37665598034374
32;0.008068135714368426;BP;1;-175.26221424028157
64;0.001608905640328435;BP;1;-175.24668468263144
4;0.11794719109946393;CTM;2;-176.36053916042857
4;0.11794719109946393;CTM;4;-176.36055408882515
4;0.11794719109946393;CTM;8;-176.36053943587862
8;0.06203273956123917;CTM;2;-175.72540632435127
8;0.06203273956123917;CTM;4;-175.72548213910713
8;0.06203273956123917;CTM;4;-175.72548213910713
8;0.06203273956123917;CTM;8;-175.7252719992343
8;0.06203273956123917;CTM;8;-175.7252719992343
16;0.027066285140651257;CTM;2;-175.376280297397
16;0.027066285140651257;CTM;2;-175.376280297397
16;0.027066285140651257;CTM;4;-175.37637726006125
16;0.027066285140651257;CTM;4;-175.37637726006125
16;0.027066285140651257;CTM;8;-175.37639829249426
16;0.027066285140651257;CTM;8;-175.37639829249426
32;0.008068135714368426;CTM;2;-175.26166363094632
32;0.008068135714368426;CTM;2;-175.26166363094632
32;0.008068135714368426;CTM;4;-175.26211041705798
32;0.008068135714368426;CTM;4;-175.26211041705798
32;0.008068135714368426;CTM;8;-175.26216052359516
32;0.008068135714368426;CTM;8;-175.26216052359516
32;0.008068135714368499;BP;1;-175.26221424028165
