D;Delta;env;chi;eng
2;0.14355552123617044;BP;1;-99.58308293226851
4;9.361734983940099e-16;BP;1;-94.09654285202295
8;9.361734983940099e-16;BP;1;-94.09654285202295
16;9.361734983940099e-16;BP;1;-94.09654285202295
32;9.361734983940099e-16;BP;1;-94.09654285202295
2;0.14355552123617044;CTM;2;-99.58309636758229
2;0.14355552123617044;CTM;4;-99.58311387695514
2;0.14355552123617044;CTM;8;-99.58311387695514
4;9.361734983940099e-16;CTM;2;-94.0648763636616
4;9.361734983940099e-16;CTM;4;-94.0648763636616
4;9.361734983940099e-16;CTM;8;-94.0648763636616
32;9.361734983940099e-16;CTM;2;-94.0648763636616
32;9.361734983940099e-16;CTM;4;-94.0648763636616
32;9.361734983940099e-16;CTM;8;-94.0648763636616
8;9.361734983940099e-16;CTM;2;-94.0648763636616
8;9.361734983940099e-16;CTM;4;-94.0648763636616
8;9.361734983940099e-16;CTM;8;-94.0648763636616
16;9.361734983940099e-16;CTM;2;-94.0648763636616
16;9.361734983940099e-16;CTM;4;-94.0648763636616
16;9.361734983940099e-16;CTM;8;-94.0648763636616
