D;Delta;env;chi;eng
2;2.864481944747856e-16;BP;1;-105.09809154152482
4;2.864481944747856e-16;BP;1;-105.09809154152482
8;2.864481944747856e-16;BP;1;-105.09809154152482
32;2.864481944747856e-16;BP;1;-105.09809154152482
16;2.864481944747856e-16;BP;1;-105.09809154152482
2;2.864481944747856e-16;CTM;2;-105.09809154152482
2;2.864481944747856e-16;CTM;4;-105.09809154152482
2;2.864481944747856e-16;CTM;8;-105.09809154152482
4;2.864481944747856e-16;CTM;2;-105.09809154152482
4;2.864481944747856e-16;CTM;4;-105.09809154152482
4;2.864481944747856e-16;CTM;8;-105.09809154152482
8;2.864481944747856e-16;CTM;2;-105.09809154152482
8;2.864481944747856e-16;CTM;4;-105.09809154152482
8;2.864481944747856e-16;CTM;8;-105.09809154152482
32;2.864481944747856e-16;CTM;2;-105.09809154152482
32;2.864481944747856e-16;CTM;4;-105.09809154152482
32;2.864481944747856e-16;CTM;8;-105.09809154152482
16;2.864481944747856e-16;CTM;2;-105.09809154152482
16;2.864481944747856e-16;CTM;4;-105.09809154152482
16;2.864481944747856e-16;CTM;8;-105.09809154152482
