D;Delta;env;chi;eng
2;0.13480218463545207;BP;1;-98.96681015936208
4;8.009534330152128e-16;BP;1;-94.18923311200649
8;8.009534330152128e-16;BP;1;-94.18923311200649
16;8.009534330152128e-16;BP;1;-94.18923311200649
32;8.009534330152128e-16;BP;1;-94.18923311200649
2;0.13480218463545207;CTM;2;-98.96681214352941
2;0.13480218463545207;CTM;4;-98.96682651264044
2;0.13480218463545207;CTM;8;-98.96682651264044
4;8.009534330152128e-16;CTM;2;-94.15965928224577
4;8.009534330152128e-16;CTM;4;-94.15965928224577
4;8.009534330152128e-16;CTM;8;-94.15965928224577
8;8.009534330152128e-16;CTM;2;-94.15965928224577
8;8.009534330152128e-16;CTM;4;-94.15965928224577
8;8.009534330152128e-16;CTM;8;-94.15965928224577
16;8.009534330152128e-16;CTM;2;-94.15965928224577
16;8.009534330152128e-16;CTM;4;-94.15965928224577
16;8.009534330152128e-16;CTM;8;-94.15965928224577
32;8.009534330152128e-16;CTM;2;-94.15965928224577
32;8.009534330152128e-16;CTM;4;-94.15965928224577
32;8.009534330152128e-16;CTM;8;-94.15965928224577
64;8.009534330152128e-16;BP;1;-94.18923311200649
