D;Delta;env;chi;eng
4;8.818046873263733e-16;BP;1;-112.40341879576943
2;0.09667964409325533;BP;1;-116.13724633270978
8;8.818046873263733e-16;BP;1;-112.40341879576943
16;8.818046873263733e-16;BP;1;-112.40341879576943
32;8.818046873263733e-16;BP;1;-112.40341879576943
4;8.818046873263733e-16;CTM;2;-112.33928272768715
4;8.818046873263733e-16;CTM;4;-112.33928272768715
4;8.818046873263733e-16;CTM;8;-112.33928272768715
16;8.818046873263733e-16;CTM;2;-112.33928272768715
16;8.818046873263733e-16;CTM;4;-112.33928272768715
16;8.818046873263733e-16;CTM;8;-112.33928272768715
8;8.818046873263733e-16;CTM;4;-112.33928272768715
8;8.818046873263733e-16;CTM;2;-112.33928272768715
8;8.818046873263733e-16;CTM;8;-112.33928272768715
2;0.09667964409325533;CTM;2;-116.13723957365217
2;0.09667964409325533;CTM;4;-116.13715401750629
32;8.818046873263733e-16;CTM;2;-112.33928272768715
32;8.818046873263733e-16;CTM;4;-112.33928272768715
2;0.09667964409325533;CTM;8;-116.13715401750629
32;8.818046873263733e-16;CTM;8;-112.33928272768715
32;8.952828228616362e-16;BP;1;-112.40341879576943
64;8.818046873263733e-16;BP;1;-112.40341879576943
