D;Delta;env;chi;eng
4;0.07960985011134075;BP;1;-156.1438287763184
2;0.16904663024675437;BP;1;-157.745818547303
8;0.020210336455057563;BP;1;-154.92784128311843
16;0.0013435551697014692;BP;1;-154.75418780563854
32;7.933651517432696e-15;BP;1;-154.75268928027137
4;0.07960985011134075;CTM;2;-156.14402017104567
4;0.07960985011134075;CTM;4;-156.14422938103425
4;0.07960985011134075;CTM;8;-156.14422289123533
2;0.16904663024675437;CTM;2;-157.74596768379135
2;0.16904663024675437;CTM;4;-157.7459112538183
2;0.16904663024675437;CTM;8;-157.7459112538183
16;0.0013435551697014692;CTM;2;-154.7544683085111
16;0.0013435551697014692;CTM;4;-154.7543834908636
8;0.020210336455057563;CTM;2;-154.92851788600294
8;0.020210336455057563;CTM;4;-154.92851458929738
8;0.020210336455057563;CTM;8;-154.92858760693724
16;0.0013435551697014692;CTM;8;-154.75459625020918
32;7.933651517432696e-15;CTM;2;-154.75294725894213
32;7.933651517432696e-15;CTM;4;-154.752812034482
32;7.933651517432696e-15;CTM;8;-154.75313021954187
64;7.933651517432696e-15;BP;1;-154.75268928027137
