D;Delta;env;chi;eng
2;0.42825623901241167;BP;1;-131.39706221986324
4;0.19436939616624752;BP;1;-123.74370595327227
8;0.06279678007812495;BP;1;-118.76734932279203
16;0.008694689394132961;BP;1;-117.48083446253393
32;9.941335051316288e-15;BP;1;-117.42705551523187
2;0.42825623901241167;CTM;2;-131.3948341053898
2;0.42825623901241167;CTM;4;-131.39388596185466
2;0.42825623901241167;CTM;8;-131.39388596185466
4;0.19436939616624752;CTM;2;-123.74500483812432
4;0.19436939616624752;CTM;4;-123.74677967101817
4;0.19436939616624752;CTM;8;-123.74814500421517
8;0.06279678007812495;CTM;2;-118.77061880258312
8;0.06279678007812495;CTM;4;-118.77309954119494
8;0.06279678007812495;CTM;8;-118.77449793942552
16;0.008694689394132961;CTM;2;-117.48788167682746
16;0.008694689394132961;CTM;4;-117.49227418630579
16;0.008694689394132961;CTM;8;-117.48630236551413
32;9.941335051316288e-15;CTM;2;-117.43386401770331
32;9.941335051316288e-15;CTM;4;-117.43321344752555
32;9.941335051316288e-15;CTM;8;-117.4336940991888
32;9.921482225960909e-15;BP;1;-117.42705551523215
