D;Delta;env;chi;eng
2;0.22088936507561496;BP;1;-165.9680128481595
4;0.1176302282867435;BP;1;-163.56711929661537
8;0.04322238133895616;BP;1;-161.71948223074293
16;0.0069633716796282975;BP;1;-161.1373178637748
32;0.00043825594732599263;BP;1;-161.10752540181142
2;0.22088936507561496;CTM;2;-165.96537684344938
2;0.22088936507561496;CTM;4;-165.96555220727026
2;0.22088936507561496;CTM;8;-165.96555220727026
4;0.1176302282867435;CTM;2;-163.5641931280752
4;0.1176302282867435;CTM;4;-163.56418424072305
4;0.1176302282867435;CTM;8;-163.56424532741275
8;0.04322238133895616;CTM;2;-161.71709356192537
8;0.04322238133895616;CTM;4;-161.71746260004693
8;0.04322238133895616;CTM;8;-161.7171655321763
16;0.0069633716796282975;CTM;2;-161.13627785030778
16;0.0069633716796282975;CTM;4;-161.1364515513472
16;0.0069633716796282975;CTM;8;-161.135167795084
32;0.00043825594732599263;CTM;2;-161.10647564985555
32;0.00043825594732599263;CTM;4;-161.10606662227462
32;0.00043825594732599263;CTM;8;-161.10564250815656
