D;Delta;env;chi;eng
16;7.948779802367131e-16;BP;1;-113.10691014976634
4;7.948779802367131e-16;BP;1;-113.10691014976634
2;0.10930966598860435;BP;1;-117.70397257539064
32;7.948779802367131e-16;BP;1;-113.10691014976634
8;7.948779802367131e-16;BP;1;-113.10691014976634
2;0.10930966598860435;CTM;2;-117.70396843622454
2;0.10930966598860435;CTM;4;-117.70393541289918
2;0.10930966598860435;CTM;8;-117.70393541289918
4;7.948779802367131e-16;CTM;2;-113.05289305572018
4;7.948779802367131e-16;CTM;4;-113.05289305572018
4;7.948779802367131e-16;CTM;8;-113.05289305572018
8;7.948779802367131e-16;CTM;2;-113.05289305572018
8;7.948779802367131e-16;CTM;4;-113.05289305572018
8;7.948779802367131e-16;CTM;8;-113.05289305572018
16;7.948779802367131e-16;CTM;2;-113.05289305572018
16;7.948779802367131e-16;CTM;4;-113.05289305572018
16;7.948779802367131e-16;CTM;8;-113.05289305572018
32;7.948779802367131e-16;CTM;2;-113.05289305572018
32;7.948779802367131e-16;CTM;4;-113.05289305572018
32;7.948779802367131e-16;CTM;8;-113.05289305572018
