D;Delta;env;chi;eng
2;0.43719512146281314;BP;1;-173.76370302210768
4;0.19633465929395238;BP;1;-160.51688599715246
8;0.06452546038579761;BP;1;-153.7532362274651
16;0.009095193861324787;BP;1;-152.01404290621088
32;8.686882823060652e-15;BP;1;-151.9401041643421
4;0.19633465929395238;CTM;2;-160.51943035669223
4;0.19633465929395238;CTM;4;-160.51903839944413
4;0.19633465929395238;CTM;8;-160.51878600552212
2;0.43719512146281314;CTM;2;-173.76382811110713
2;0.43719512146281314;CTM;4;-173.76378474717393
2;0.43719512146281314;CTM;8;-173.76378474717393
8;0.06452546038579761;CTM;2;-153.75361968976108
8;0.06452546038579761;CTM;4;-153.75308560832087
8;0.06452546038579761;CTM;8;-153.75196509388707
16;0.009095193861324787;CTM;2;-152.0149529543997
16;0.009095193861324787;CTM;4;-152.01507940134684
32;8.686882823060652e-15;CTM;2;-151.94091413958523
16;0.009095193861324787;CTM;8;-152.0154724290839
32;8.686882823060652e-15;CTM;4;-151.94020709575406
32;8.686882823060652e-15;CTM;8;-151.94092510855552
