D;Delta;env;chi;eng
2;2.2656385784274544;BP;1;1.235302705215143
4;1.82374843636117;BP;1;6.092006901930436
8;1.4239323173433633;BP;1;3.1852475541517444
16;0.932382139116632;BP;1;1.8186536198458763
32;0.5197937347038786;BP;1;0.9201386236774488
