D;Delta;env;chi;eng
2;0.3900583507808446;BP;1;-183.9508334561567
4;0.231827357067602;BP;1;-182.8768915921829
8;0.16337103891194696;BP;1;-182.0421799826615
16;0.11365363914460547;BP;1;-181.3658822004937
32;0.0712541925829687;BP;1;-180.8096528101513
2;0.3900583507808446;MPS;2;-183.9513376509851
2;0.3900583507808446;CTM;2;-183.95089486944735
2;0.3900583507808446;MPS;4;-183.95129057889633
2;0.3900583507808446;CTM;4;-183.9508876766908
2;0.3900583507808446;MPS;8;-183.95129056609682
2;0.3900583507808446;CTM;8;-183.9508876766908
4;0.231827357067602;CTM;2;-182.87660460858916
4;0.231827357067602;MPS;2;-182.8901373320368
4;0.231827357067602;CTM;4;-182.8762334469603
4;0.231827357067602;MPS;4;-182.88839475902915
4;0.231827357067602;MPS;8;-182.88691514353985
4;0.231827357067602;CTM;8;-182.87623268230092
8;0.16337103891194696;CTM;2;-182.0429687873568
8;0.16337103891194696;MPS;2;-182.05323031441068
8;0.16337103891194696;MPS;4;-182.07582092213377
8;0.16337103891194696;CTM;4;-182.04239348181
8;0.16337103891194696;MPS;8;-182.06378029313748
8;0.16337103891194696;CTM;8;-182.04233063879923
16;0.11365363914460547;CTM;2;-181.36572619782493
16;0.11365363914460547;MPS;2;-181.4224115318253
16;0.11365363914460547;CTM;4;-181.3665682884175
16;0.11365363914460547;MPS;4;-181.3894103816261
16;0.11365363914460547;MPS;8;-181.3852229357778
16;0.11365363914460547;CTM;8;-181.36772026464195
32;0.0712541925829687;MPS;2;-180.82371137063257
32;0.0712541925829687;CTM;2;-180.80879204606217
32;0.0712541925829687;MPS;4;-180.83012496835747
32;0.0712541925829687;CTM;4;-180.80973718746702
32;0.0712541925829687;MPS;8;-180.82134530842652
64;0.038053977567784655;BP;1;-180.45206813379446
32;0.0712541925829687;CTM;8;-180.8126145385976
64;0.038053977567784655;BP;1;-180.45206813379446
