D;which;D2;which2;chi;Delta;Delta2;time;eng
4;BP;4;BP;4;5.77826196992277e-16;0.0;17.846738576889038;-49.0086753173562
2;BP;2;BP;4;5.77826196992277e-16;0.0;19.19498562812805;-49.0086753173562
2;BP;2;BP;8;5.77826196992277e-16;0.0;19.567636251449585;-49.00867531735621
4;BP;4;BP;1;5.77826196992277e-16;0.0;19.75534415245056;-49.008675317356165
2;BP;2;BP;1;5.77826196992277e-16;0.0;19.922000885009766;-49.008675317356165
4;BP;4;BP;8;5.77826196992277e-16;0.0;20.942352771759033;-49.00867531735621
