D;which;D2;which2;chi;Delta;Delta2;time;eng
4;BP;4;BP;8;6.034315275851755e-16;0.0;12.360060214996338;-49.008675317356186
2;BP;2;BP;8;6.034315275851755e-16;0.0;12.579750299453735;-49.008675317356186
2;BP;2;BP;1;6.034315275851755e-16;0.0;13.535008192062378;-49.00867531735616
4;BP;4;BP;4;6.034315275851755e-16;0.0;13.690189361572266;-49.008675317356186
4;BP;4;BP;1;6.034315275851755e-16;0.0;14.24818205833435;-49.00867531735616
2;BP;2;BP;4;6.034315275851755e-16;0.0;14.37487244606018;-49.008675317356186
