D;Delta;env;chi;eng
2;2.6520096833666674e-16;BP;1;-82.92025775632995
4;2.6520096833666674e-16;BP;1;-82.92025775632995
8;2.6520096833666674e-16;BP;1;-82.92025775632995
16;2.6520096833666674e-16;BP;1;-82.92025775632995
32;2.6520096833666674e-16;BP;1;-82.92025775632995
2;2.6520096833666674e-16;CTM;2;-82.92025775632995
2;2.6520096833666674e-16;CTM;4;-82.92025775632995
2;2.6520096833666674e-16;CTM;8;-82.92025775632995
4;2.6520096833666674e-16;CTM;2;-82.92025775632995
4;2.6520096833666674e-16;CTM;4;-82.92025775632995
4;2.6520096833666674e-16;CTM;8;-82.92025775632995
8;2.6520096833666674e-16;CTM;2;-82.92025775632995
8;2.6520096833666674e-16;CTM;4;-82.92025775632995
8;2.6520096833666674e-16;CTM;8;-82.92025775632995
16;2.6520096833666674e-16;CTM;2;-82.92025775632995
16;2.6520096833666674e-16;CTM;4;-82.92025775632995
16;2.6520096833666674e-16;CTM;8;-82.92025775632995
32;2.6520096833666674e-16;CTM;2;-82.92025775632995
32;2.6520096833666674e-16;CTM;4;-82.92025775632995
32;2.6520096833666674e-16;CTM;8;-82.92025775632995
