D;Delta;env;chi;eng
4;0.36496603755603;BP;1;-170.15864770246694
2;0.6425149478379139;BP;1;-173.839443863444
8;0.21452446652436274;BP;1;-167.2472322027873
16;0.12369061927534583;BP;1;-165.4785078583727
32;0.06263453694741945;BP;1;-164.5086116465448
64;0.026943174213902788;BP;1;-164.10743254540472
4;0.36496603755603;CTM;2;-170.15910800539564
4;0.36496603755603;CTM;4;-170.1586567775444
4;0.36496603755603;CTM;8;-170.15855694603258
8;0.21452446652436274;CTM;2;-167.24876461301616
8;0.21452446652436274;CTM;4;-167.24936900343832
8;0.21452446652436274;CTM;8;-167.24869011409803
16;0.12369061927534583;CTM;2;-165.4798398278751
16;0.12369061927534583;CTM;4;-165.48193134165086
16;0.12369061927534583;CTM;8;-165.48235092887685
16;0.12369061927534583;CTM;8;-165.48235092887685
32;0.06263453694741945;CTM;2;-164.50985768895626
32;0.06263453694741945;CTM;2;-164.50985768895626
32;0.06263453694741945;CTM;4;-164.51144452805795
32;0.06263453694741945;CTM;4;-164.51144452805795
32;0.06263453694741977;BP;1;-164.5086116465447
