D;Delta;env;chi;eng
2;0.43706902381105195;BP;1;-178.90696908760427
4;0.2705068667151188;BP;1;-177.1278083993011
8;0.18017396748911813;BP;1;-175.58205343548414
16;0.11274317237476322;BP;1;-174.2845256056158
32;0.06001134377641001;BP;1;-173.38633884849907
2;0.43706902381105195;CTM;2;-178.9068884401859
2;0.43706902381105195;MPS;2;-178.90883744818225
2;0.43706902381105195;CTM;4;-178.906873059502
2;0.43706902381105195;MPS;4;-178.90898891459614
2;0.43706902381105195;CTM;8;-178.906873059502
2;0.43706902381105195;MPS;8;-178.90898824540312
4;0.2705068667151188;CTM;2;-177.12737558993138
4;0.2705068667151188;MPS;2;-177.13642720893614
4;0.2705068667151188;CTM;4;-177.127597808411
4;0.2705068667151188;MPS;4;-177.1442177056467
4;0.2705068667151188;CTM;8;-177.1275728657859
4;0.2705068667151188;MPS;8;-177.13735721277357
8;0.18017396748911813;MPS;2;-175.5788100571512
8;0.18017396748911813;CTM;2;-175.5817686777551
8;0.18017396748911813;MPS;4;-175.59403030860992
8;0.18017396748911813;CTM;4;-175.58201678562946
8;0.18017396748911813;MPS;8;-175.57669585976663
8;0.18017396748911813;CTM;8;-175.5823764070047
16;0.11274317237476322;CTM;2;-174.28297586471126
16;0.11274317237476322;MPS;2;-174.29441173893704
16;0.11274317237476322;CTM;4;-174.284497379496
16;0.11274317237476322;MPS;4;-174.29384178448126
16;0.11274317237476322;MPS;8;-174.2737085875614
16;0.11274317237476322;CTM;8;-174.2836017653024
32;0.06001134377641001;MPS;2;-173.3940305683813
32;0.06001134377641001;CTM;2;-173.38573619455133
32;0.06001134377641001;MPS;4;-173.40174158588837
32;0.06001134377641001;CTM;4;-173.3873511166359
32;0.06001134377641001;MPS;8;-173.394139747723
32;0.06001134377641001;CTM;8;-173.38773570414313
64;0.025404813069327545;BP;1;-172.94972717110372
64;0.025404813069327545;BP;1;-172.94972717110372
