D;Delta;env;chi;eng
2;0.33725061482962393;BP;1;-130.69190957870038
8;0.023413460709675593;BP;1;-118.31330055423203
4;0.12548753034956134;BP;1;-122.20432537628048
16;5.7127577989384225e-15;BP;1;-117.97057057746841
32;5.7127577989384225e-15;BP;1;-117.97057057746841
4;0.12548753034956134;CTM;2;-122.2050061755247
4;0.12548753034956134;CTM;4;-122.2067704429563
4;0.12548753034956134;CTM;8;-122.20702685988918
2;0.33725061482962393;CTM;2;-130.7016882975546
2;0.33725061482962393;CTM;4;-130.70229238021346
2;0.33725061482962393;CTM;8;-130.70229238021346
8;0.023413460709675593;CTM;2;-118.31198271344068
8;0.023413460709675593;CTM;4;-118.31540981576346
8;0.023413460709675593;CTM;8;-118.315539934409
16;5.7127577989384225e-15;CTM;2;-117.97244748174047
16;5.7127577989384225e-15;CTM;4;-117.97119780807284
16;5.7127577989384225e-15;CTM;8;-117.97119780807283
32;5.7127577989384225e-15;CTM;2;-117.97244748174047
32;5.7127577989384225e-15;CTM;4;-117.97119780807284
32;5.7127577989384225e-15;CTM;8;-117.97119780807283
