D;Delta;env;chi;eng
2;0.1443288451020993;BP;1;-174.7841661157194
4;0.03997685989172934;BP;1;-170.05703930310673
16;2.1473445562877175e-15;BP;1;-168.91109456863228
8;2.1473445562877175e-15;BP;1;-168.91109456863228
32;2.1473445562877175e-15;BP;1;-168.91109456863228
2;0.1443288451020993;CTM;2;-174.78447746511878
2;0.1443288451020993;CTM;4;-174.78447249006837
2;0.1443288451020993;CTM;8;-174.78447249006837
4;0.03997685989172934;CTM;2;-170.05706205981596
4;0.03997685989172934;CTM;4;-170.05718121012166
4;0.03997685989172934;CTM;8;-170.0571300408622
8;2.1473445562877175e-15;CTM;2;-168.90009261030352
8;2.1473445562877175e-15;CTM;4;-168.90009261669897
8;2.1473445562877175e-15;CTM;8;-168.90009261669897
16;2.1473445562877175e-15;CTM;4;-168.90009261669897
16;2.1473445562877175e-15;CTM;2;-168.90009261030352
16;2.1473445562877175e-15;CTM;8;-168.90009261669897
32;2.1473445562877175e-15;CTM;2;-168.90009261030352
32;2.1473445562877175e-15;CTM;4;-168.90009261669897
32;2.1473445562877175e-15;CTM;8;-168.90009261669897
64;2.1473445562877175e-15;BP;1;-168.91109456863228
