D;Delta;env;chi;eng
2;0.13663431768628737;BP;1;-155.88569822142043
4;0.06240576639253822;BP;1;-154.68574360279325
8;0.0170985679600537;BP;1;-154.1125187838317
16;0.0020582379303043007;BP;1;-154.01635120054536
32;8.740188429755346e-05;BP;1;-154.0137890482352
2;0.13663431768628737;CTM;2;-155.88575114035993
2;0.13663431768628737;CTM;4;-155.88573158486648
2;0.13663431768628737;CTM;8;-155.88573158486648
4;0.06240576639253822;CTM;2;-154.68537422257063
4;0.06240576639253822;CTM;4;-154.6854640194436
4;0.06240576639253822;CTM;8;-154.68549122317222
8;0.0170985679600537;CTM;2;-154.1120961259399
8;0.0170985679600537;CTM;4;-154.11194209853704
8;0.0170985679600537;CTM;8;-154.11184792651832
16;0.0020582379303043007;CTM;2;-154.01552583771857
16;0.0020582379303043007;CTM;4;-154.01539971438783
16;0.0020582379303043007;CTM;8;-154.01510520540526
32;8.740188429755346e-05;CTM;2;-154.01293775393503
32;8.740188429755346e-05;CTM;4;-154.01269111565273
32;8.740188429755346e-05;CTM;8;-154.0125327490005
