D;Delta;env;chi;eng
2;0.23713005526752223;BP;1;161.4452240563547
4;0.06245004752258252;BP;1;158.98835909742496
8;0.01735149492578618;BP;1;158.55878522617374
16;0.003310495960293429;BP;1;158.4982249665275
32;0.00045087474113015755;BP;1;158.49502983932462
