D;Delta;env;chi;eng
2;0.10527990418858228;BP;1;-191.5844499786858
4;0.04415393383131055;BP;1;-190.6836280135734
8;0.011021653541149418;BP;1;-190.3087790752864
16;0.0011377797082043623;BP;1;-190.25680532074483
32;3.6826792571826606e-05;BP;1;-190.25585206389982
2;0.10527990418858228;CTM;2;-191.58458059790584
2;0.10527990418858228;CTM;4;-191.5845950676208
2;0.10527990418858228;CTM;8;-191.5845950676208
4;0.04415393383131055;CTM;2;-190.68351302212238
4;0.04415393383131055;CTM;4;-190.68355406673277
4;0.04415393383131055;CTM;8;-190.68354664137857
8;0.011021653541149418;CTM;2;-190.30877164213717
8;0.011021653541149418;CTM;4;-190.30876902338025
8;0.011021653541149418;CTM;8;-190.30877005405532
16;0.0011377797082043623;CTM;2;-190.25684504175146
16;0.0011377797082043623;CTM;4;-190.2567837002168
16;0.0011377797082043623;CTM;8;-190.2567526431594
32;3.6826792571826606e-05;CTM;2;-190.25589094451576
32;3.6826792571826606e-05;CTM;4;-190.25583237660913
32;3.6826792571826606e-05;CTM;8;-190.2558386810232
