D;Delta;env;chi;eng
2;0.12503264932672642;BP;1;-133.78949275587328
4;0.03241778357154816;BP;1;-131.42542552167967
8;1.807981362237304e-15;BP;1;-130.76655727486963
32;1.807981362237304e-15;BP;1;-130.76655727486963
16;1.807981362237304e-15;BP;1;-130.76655727486963
2;0.12503264932672642;CTM;2;-133.79044306605252
2;0.12503264932672642;CTM;4;-133.79038256050774
2;0.12503264932672642;CTM;8;-133.79038256050774
4;0.03241778357154816;CTM;2;-131.42547180017286
4;0.03241778357154816;CTM;4;-131.42564313005894
4;0.03241778357154816;CTM;8;-131.4255956162947
8;1.807981362237304e-15;CTM;2;-130.76367299859007
8;1.807981362237304e-15;CTM;4;-130.76367300126898
8;1.807981362237304e-15;CTM;8;-130.76367300126898
16;1.807981362237304e-15;CTM;2;-130.76367299859007
16;1.807981362237304e-15;CTM;4;-130.76367300126898
16;1.807981362237304e-15;CTM;8;-130.76367300126898
32;1.807981362237304e-15;CTM;2;-130.76367299859007
32;1.807981362237304e-15;CTM;4;-130.76367300126898
32;1.807981362237304e-15;CTM;8;-130.76367300126898
