D;Delta;env;chi;eng
2;0.4042824416012912;BP;1;-183.18788350691722
4;0.24780027636243956;BP;1;-181.9585882248054
8;0.17447899707493267;BP;1;-180.975481287189
16;0.11993269036546747;BP;1;-180.15537573142427
32;0.07369912003154064;BP;1;-179.49012199683995
2;0.4042824416012912;MPS;2;-183.18819408760703
2;0.4042824416012912;MPS;4;-183.18812624512614
2;0.4042824416012912;CTM;2;-183.1878637458391
2;0.4042824416012912;CTM;4;-183.18786096608795
2;0.4042824416012912;MPS;8;-183.18812620598118
2;0.4042824416012912;CTM;8;-183.18786096608795
4;0.24780027636243956;MPS;2;-181.96880604165472
4;0.24780027636243956;MPS;4;-181.9712904112594
4;0.24780027636243956;CTM;2;-181.95880308699734
4;0.24780027636243956;CTM;4;-181.95876501324307
4;0.24780027636243956;MPS;8;-181.9703085019897
4;0.24780027636243956;CTM;8;-181.95875597363252
8;0.17447899707493267;MPS;2;-180.9934033351857
8;0.17447899707493267;CTM;2;-180.97527907191142
8;0.17447899707493267;MPS;4;-180.9968364324929
8;0.17447899707493267;CTM;4;-180.9756220881306
8;0.17447899707493267;MPS;8;-180.99217828878596
8;0.17447899707493267;CTM;8;-180.97522807572219
16;0.11993269036546747;MPS;2;-180.17445291186218
16;0.11993269036546747;CTM;2;-180.15432761418288
16;0.11993269036546747;MPS;4;-180.17756400118003
16;0.11993269036546747;CTM;4;-180.15505980893113
16;0.11993269036546747;MPS;8;-180.16763895973915
16;0.11993269036546747;CTM;8;-180.15649459795864
32;0.07369912003154064;MPS;2;-179.5129539926011
32;0.07369912003154064;CTM;2;-179.48987489061474
32;0.07369912003154064;MPS;4;-179.51088715218498
32;0.07369912003154064;CTM;4;-179.49051782142945
32;0.07369912003154064;MPS;8;-179.4981789495577
32;0.07369912003154064;CTM;8;-179.49342418535923
64;0.038186400370176204;BP;1;-179.0717245440582
