D;Delta;env;chi;eng
2;0.42576362799482287;BP;1;-142.15059273210304
4;0.21606541050564498;BP;1;-137.78005842220074
8;0.09537846657391982;BP;1;-134.3237979170044
16;0.029590875192835077;BP;1;-132.85394560560331
32;0.005066191164761459;BP;1;-132.5594069326249
2;0.42576362799482287;CTM;2;-142.1483553655283
2;0.42576362799482287;CTM;4;-142.14833796627826
2;0.42576362799482287;CTM;8;-142.14833796627826
4;0.21606541050564498;CTM;2;-137.78297176699658
4;0.21606541050564498;CTM;4;-137.78207368450762
4;0.21606541050564498;CTM;8;-137.77986860701515
8;0.09537846657391982;CTM;2;-134.3269128127296
8;0.09537846657391982;CTM;4;-134.32768580893003
8;0.09537846657391982;CTM;8;-134.32871004014
16;0.029590875192835077;CTM;2;-132.85481360998375
32;0.005066191164761459;CTM;2;-132.55867249501858
16;0.029590875192835077;CTM;4;-132.85743175225875
16;0.029590875192835077;CTM;8;-132.85928629737623
32;0.005066191164761459;CTM;4;-132.5640652229248
32;0.005066191164761459;CTM;8;-132.56364149293566
