D;Delta;env;chi;eng
32;8.5635449933088895e-16;BP;1;-112.99932628478
8;8.5635449933088895e-16;BP;1;-112.99932628478
4;8.5635449933088895e-16;BP;1;-112.99932628478
16;8.5635449933088895e-16;BP;1;-112.99932628478
2;0.10114208683468259;BP;1;-117.08185672066227
2;0.10114208683468259;CTM;2;-117.08222066647018
2;0.10114208683468259;CTM;4;-117.08187303292276
2;0.10114208683468259;CTM;8;-117.08187303292276
8;8.5635449933088895e-16;CTM;2;-112.99918538591656
8;8.5635449933088895e-16;CTM;4;-112.99918538591656
8;8.5635449933088895e-16;CTM;8;-112.99918538591656
16;8.5635449933088895e-16;CTM;2;-112.99918538591656
16;8.5635449933088895e-16;CTM;4;-112.99918538591656
16;8.5635449933088895e-16;CTM;8;-112.99918538591656
4;8.5635449933088895e-16;CTM;2;-112.99918538591656
4;8.5635449933088895e-16;CTM;4;-112.99918538591656
4;8.5635449933088895e-16;CTM;8;-112.99918538591656
32;8.5635449933088895e-16;CTM;2;-112.99918538591656
32;8.5635449933088895e-16;CTM;4;-112.99918538591656
32;8.5635449933088895e-16;CTM;8;-112.99918538591656
