D;Delta;env;chi;eng
2;0.3152761079811725;BP;1;-190.8408254173893
4;0.0891384999610304;BP;1;-190.65868562930908
8;0.06130827013335642;BP;1;-190.6008803838736
16;0.047955601983212276;BP;1;-190.55704143081985
32;0.0372088805210691;BP;1;-190.52028511339046
16;0.047955601983212276;MPS;2;-185.59519745283527
16;0.047955601983212276;MPS;4;-190.307401203157
16;0.047955601983212276;CTM;2;-190.55608746970097
16;0.047955601983212276;CTM;4;-190.55511112907374
16;0.047955601983212276;MPS;8;-190.5692568021483
16;0.047955601983212276;CTM;8;-190.5544605814405
32;0.0372088805210691;MPS;2;-173.3859071079802
64;0.026809118281461854;BP;1;-190.4845746812425
32;0.0372088805210691;CTM;2;-190.52066987684853
32;0.0372088805210691;MPS;4;-184.97722744886042
64;0.026809118281461854;BP;1;-190.4845746812425
