D;Delta;env;chi;eng
4;0.04131524348266747;BP;1;-128.4382121073126
2;0.11813972092066646;BP;1;-129.86062764914587
32;5.326707766925863e-15;BP;1;-127.92928130933699
8;0.003948274312668436;BP;1;-127.93765084716102
16;5.326707766925863e-15;BP;1;-127.92928130933699
4;0.04131524348266747;CTM;2;-128.43758026248398
4;0.04131524348266747;CTM;4;-128.43729171362133
4;0.04131524348266747;CTM;8;-128.43725851892543
2;0.11813972092066646;CTM;2;-129.86055116651877
2;0.11813972092066646;CTM;4;-129.86055397059334
2;0.11813972092066646;CTM;8;-129.86055397059334
8;0.003948274312668436;CTM;2;-127.93750452148741
8;0.003948274312668436;CTM;4;-127.93753227078811
8;0.003948274312668436;CTM;8;-127.9374825381523
16;5.326707766925863e-15;CTM;2;-127.92912633669977
16;5.326707766925863e-15;CTM;4;-127.92918149916385
16;5.326707766925863e-15;CTM;8;-127.92918149916386
32;5.326707766925863e-15;CTM;2;-127.92912633669977
32;5.326707766925863e-15;CTM;4;-127.92918149916385
32;5.326707766925863e-15;CTM;8;-127.92918149916386
64;5.326707766925863e-15;BP;1;-127.92928130933699
