D;Delta;env;chi;eng
2;0.10415613109769979;BP;1;-150.75607822980476
16;8.462204171025667e-16;BP;1;-145.39111698291975
4;8.462204171025667e-16;BP;1;-145.39111698291975
8;8.462204171025667e-16;BP;1;-145.39111698291975
32;8.462204171025667e-16;BP;1;-145.39111698291975
2;0.10415613109769979;CTM;2;-150.75602175632133
2;0.10415613109769979;CTM;4;-150.75601538554673
2;0.10415613109769979;CTM;8;-150.75601538554673
4;8.462204171025667e-16;CTM;2;-145.25898090722708
4;8.462204171025667e-16;CTM;4;-145.25898090722708
4;8.462204171025667e-16;CTM;8;-145.25898090722708
8;8.462204171025667e-16;CTM;2;-145.25898090722708
8;8.462204171025667e-16;CTM;4;-145.25898090722708
8;8.462204171025667e-16;CTM;8;-145.25898090722708
16;8.462204171025667e-16;CTM;2;-145.25898090722708
16;8.462204171025667e-16;CTM;4;-145.25898090722708
16;8.462204171025667e-16;CTM;8;-145.25898090722708
32;8.462204171025667e-16;CTM;2;-145.25898090722708
32;8.462204171025667e-16;CTM;4;-145.25898090722708
32;8.462204171025667e-16;CTM;8;-145.25898090722708
64;8.462204171025667e-16;BP;1;-145.39111698291975
