D;Delta;env;chi;eng
2;0.19310568166823347;BP;1;-130.50436989600962
16;1.6873647110944704e-15;BP;1;-123.85174593431255
4;0.048085888630291646;BP;1;-125.13038298810847
8;1.6873647110944704e-15;BP;1;-123.85174593431255
32;1.6873647110944704e-15;BP;1;-123.85174593431255
2;0.19310568166823347;CTM;2;-130.50492498199822
2;0.19310568166823347;CTM;4;-130.50569826727576
2;0.19310568166823347;CTM;8;-130.50569826727576
4;0.048085888630291646;CTM;2;-125.1308003211224
4;0.048085888630291646;CTM;4;-125.13052119157301
4;0.048085888630291646;CTM;8;-125.13050357570445
8;1.6873647110944704e-15;CTM;2;-123.83547474481867
8;1.6873647110944704e-15;CTM;4;-123.83547470957573
8;1.6873647110944704e-15;CTM;8;-123.83547470957573
16;1.6873647110944704e-15;CTM;2;-123.83547474481867
16;1.6873647110944704e-15;CTM;4;-123.83547470957573
16;1.6873647110944704e-15;CTM;8;-123.83547470957573
32;1.6873647110944704e-15;CTM;2;-123.83547474481867
32;1.6873647110944704e-15;CTM;4;-123.83547470957573
32;1.6873647110944704e-15;CTM;8;-123.83547470957573
