D;Delta;env;chi;eng
2;3.079989454847594e-16;BP;1;-80.35994868454452
4;3.079989454847594e-16;BP;1;-80.35994868454452
8;3.079989454847594e-16;BP;1;-80.35994868454452
32;3.079989454847594e-16;BP;1;-80.35994868454452
16;3.079989454847594e-16;BP;1;-80.35994868454452
2;3.079989454847594e-16;CTM;2;-80.35994868454452
2;3.079989454847594e-16;CTM;4;-80.35994868454452
2;3.079989454847594e-16;CTM;8;-80.35994868454452
4;3.079989454847594e-16;CTM;2;-80.35994868454452
4;3.079989454847594e-16;CTM;4;-80.35994868454452
4;3.079989454847594e-16;CTM;8;-80.35994868454452
32;3.079989454847594e-16;CTM;2;-80.35994868454452
32;3.079989454847594e-16;CTM;4;-80.35994868454452
32;3.079989454847594e-16;CTM;8;-80.35994868454452
16;3.079989454847594e-16;CTM;2;-80.35994868454452
16;3.079989454847594e-16;CTM;4;-80.35994868454452
16;3.079989454847594e-16;CTM;8;-80.35994868454452
8;3.079989454847594e-16;CTM;2;-80.35994868454452
8;3.079989454847594e-16;CTM;4;-80.35994868454452
8;3.079989454847594e-16;CTM;8;-80.35994868454452
32;3.327979866378942e-16;BP;1;-80.35994868454452
