D;Delta;env;chi;eng
2;0.09529143817939309;BP;1;-132.56511611919265
4;0.033658108868339864;BP;1;-131.6662202186797
8;0.005867004422666187;BP;1;-131.48329839110818
16;0.0002867974193662158;BP;1;-131.47107505446763
32;8.069874283397734e-15;BP;1;-131.47104077609762
2;0.09529143817939309;CTM;2;-132.56511203012607
2;0.09529143817939309;CTM;4;-132.56508849661898
2;0.09529143817939309;CTM;8;-132.56508849661898
8;0.005867004422666187;CTM;2;-131.48343247651235
8;0.005867004422666187;CTM;4;-131.4834855218352
8;0.005867004422666187;CTM;8;-131.48349559199778
16;0.0002867974193662158;CTM;2;-131.47121686797846
16;0.0002867974193662158;CTM;4;-131.47117665593413
4;0.033658108868339864;CTM;2;-131.66648481758716
4;0.033658108868339864;CTM;4;-131.66672874379066
4;0.033658108868339864;CTM;8;-131.66673687684417
16;0.0002867974193662158;CTM;8;-131.4712618901551
32;8.069874283397734e-15;CTM;2;-131.47117969905028
32;8.069874283397734e-15;CTM;4;-131.47112244711562
32;8.069874283397734e-15;CTM;8;-131.47120185259718
