D;Delta;env;chi;eng
4;0.08385118338669037;BP;1;-209.49489832814305
2;0.1857158953815134;BP;1;-213.40532663289997
8;0.0285513497925392;BP;1;-208.22231778423583
16;0.0040518196490004574;BP;1;-207.85896235136423
32;0.00022011203952470665;BP;1;-207.8458472437832
2;0.1857158953815134;CTM;2;-213.40547978541403
2;0.1857158953815134;CTM;4;-213.40546584673436
2;0.1857158953815134;CTM;8;-213.40546584673436
4;0.08385118338669037;CTM;2;-209.4949350245807
4;0.08385118338669037;CTM;4;-209.49517819494517
4;0.08385118338669037;CTM;8;-209.4952388584958
8;0.0285513497925392;CTM;2;-208.22232343347235
8;0.0285513497925392;CTM;4;-208.22243312053237
8;0.0285513497925392;CTM;8;-208.22256634718445
16;0.0040518196490004574;CTM;2;-207.85884464203494
16;0.0040518196490004574;CTM;4;-207.8586486562661
16;0.0040518196490004574;CTM;8;-207.85858288369064
32;0.00022011203952470665;CTM;2;-207.8456988952068
32;0.00022011203952470665;CTM;4;-207.84551282437042
32;0.00022011203952470665;CTM;8;-207.8455207748522
32;0.000220112039524648;BP;1;-207.84584724378476
64;1.191178867897474e-14;BP;1;-207.8457708579625
