D;Delta;env;chi;eng
2;0.15217435547351033;BP;1;-147.84942876537565
4;0.06710123047386363;BP;1;-145.69825268355214
8;0.008663739865948627;BP;1;-144.27632502488404
16;4.2088225125720454e-15;BP;1;-144.227253236312
32;4.2088225125720454e-15;BP;1;-144.227253236312
2;0.15217435547351033;CTM;2;-147.84962019356456
2;0.15217435547351033;CTM;4;-147.84959903157358
2;0.15217435547351033;CTM;8;-147.84959903157358
4;0.06710123047386363;CTM;2;-145.69841435743277
4;0.06710123047386363;CTM;4;-145.69839613150262
4;0.06710123047386363;CTM;8;-145.69841515016526
8;0.008663739865948627;CTM;2;-144.27653153981495
8;0.008663739865948627;CTM;4;-144.27662686308994
8;0.008663739865948627;CTM;8;-144.2765930698907
16;4.2088225125720454e-15;CTM;2;-144.22756564207336
16;4.2088225125720454e-15;CTM;4;-144.227276722034
16;4.2088225125720454e-15;CTM;8;-144.227276722034
32;4.2088225125720454e-15;CTM;2;-144.22756564207336
32;4.2088225125720454e-15;CTM;4;-144.227276722034
32;4.2088225125720454e-15;CTM;8;-144.227276722034
