D;Delta;env;chi;eng
2;2.665556429823108e-16;BP;1;-100.72418550335986
4;2.665556429823108e-16;BP;1;-100.72418550335986
8;2.665556429823108e-16;BP;1;-100.72418550335986
32;2.665556429823108e-16;BP;1;-100.72418550335986
16;2.665556429823108e-16;BP;1;-100.72418550335986
2;2.665556429823108e-16;CTM;2;-100.72418550335988
2;2.665556429823108e-16;CTM;4;-100.72418550335988
2;2.665556429823108e-16;CTM;8;-100.72418550335988
8;2.665556429823108e-16;CTM;2;-100.72418550335988
8;2.665556429823108e-16;CTM;4;-100.72418550335988
8;2.665556429823108e-16;CTM;8;-100.72418550335988
4;2.665556429823108e-16;CTM;2;-100.72418550335988
4;2.665556429823108e-16;CTM;4;-100.72418550335988
4;2.665556429823108e-16;CTM;8;-100.72418550335988
16;2.665556429823108e-16;CTM;2;-100.72418550335988
16;2.665556429823108e-16;CTM;4;-100.72418550335988
16;2.665556429823108e-16;CTM;8;-100.72418550335988
32;2.665556429823108e-16;CTM;2;-100.72418550335988
32;2.665556429823108e-16;CTM;4;-100.72418550335988
32;2.665556429823108e-16;CTM;8;-100.72418550335988
64;2.665556429823108e-16;BP;1;-100.72418550335986
