D;Delta;env;chi;eng
2;0.33577776631960493;BP;1;-188.5568413029728
4;0.1708732815792581;BP;1;-187.82868692214652
8;0.12074349688571205;BP;1;-187.39517144383365
16;0.08647723826031496;BP;1;-187.07342206135897
32;0.056010672677703766;BP;1;-186.76384385063326
2;0.33577776631960493;CTM;2;-188.55672489893354
2;0.33577776631960493;MPS;2;-188.5575274941819
2;0.33577776631960493;CTM;4;-188.5566850799071
2;0.33577776631960493;MPS;4;-188.556801969962
2;0.33577776631960493;CTM;8;-188.5566850799071
2;0.33577776631960493;MPS;8;-188.55680201592895
4;0.1708732815792581;CTM;2;-187.8319806962968
4;0.1708732815792581;MPS;2;-187.82839797264123
4;0.1708732815792581;CTM;4;-187.83188371110876
4;0.1708732815792581;MPS;4;-187.83321261656272
4;0.1708732815792581;CTM;8;-187.83142741468976
4;0.1708732815792581;MPS;8;-187.83161127069044
8;0.12074349688571205;CTM;2;-187.40572166318015
8;0.12074349688571205;MPS;2;-187.40888112725253
8;0.12074349688571205;CTM;4;-187.40665332417865
8;0.12074349688571205;MPS;4;-187.40823542706315
8;0.12074349688571205;CTM;8;-187.4071794270527
8;0.12074349688571205;MPS;8;-187.40760308752184
16;0.08647723826031496;CTM;2;-187.08694707272463
16;0.08647723826031496;MPS;2;-187.0793624492587
16;0.08647723826031496;CTM;4;-187.08826324525245
16;0.08647723826031496;MPS;4;-187.0853046321129
16;0.08647723826031496;MPS;8;-187.09207447866459
16;0.08647723826031496;CTM;8;-187.08842399623157
32;0.056010672677703766;MPS;2;-186.77396317685685
32;0.056010672677703766;CTM;2;-186.77342749101615
32;0.056010672677703766;MPS;4;-186.77002065530087
32;0.056010672677703766;CTM;4;-186.77144818039878
32;0.056010672677703766;MPS;8;-186.77719895179806
64;0.030737845189001647;BP;1;-186.53333993132637
32;0.056010672677703766;CTM;8;-186.77274883729908
