D;Delta;env;chi;eng
4;0.09400916556844512;BP;1;-213.8738962278718
2;0.1939138504388624;BP;1;-216.6714490742714
8;0.03236035556602018;BP;1;-212.21172401160482
16;0.004799625175517551;BP;1;-211.75193312302233
32;0.00026105954671729975;BP;1;-211.73314503583816
4;0.09400916556844512;CTM;2;-213.87359907552684
4;0.09400916556844512;CTM;4;-213.87410961497773
4;0.09400916556844512;CTM;8;-213.87419297795543
2;0.1939138504388624;CTM;4;-216.6712894574899
2;0.1939138504388624;CTM;2;-216.67130268316225
2;0.1939138504388624;CTM;8;-216.6712894574899
8;0.03236035556602018;CTM;2;-212.2116175920652
8;0.03236035556602018;CTM;4;-212.21225381812167
8;0.03236035556602018;CTM;8;-212.21231343773945
16;0.004799625175517551;CTM;2;-211.75206339105102
16;0.004799625175517551;CTM;4;-211.75188035816186
16;0.004799625175517551;CTM;8;-211.75176504114899
32;0.00026105954671729975;CTM;2;-211.7331779170317
32;0.00026105954671729975;CTM;4;-211.73310199930197
32;0.00026105954671729975;CTM;8;-211.73308232890042
