D;Delta;env;chi;eng
2;0.16642713969623169;BP;1;-162.62795469026582
8;0.026615203021654744;BP;1;-160.36628574966502
4;0.07975843092102668;BP;1;-161.21965263297912
16;0.003577782268442027;BP;1;-160.1457185532783
32;0.00017392159651045621;BP;1;-160.13850166768387
2;0.16642713969623169;CTM;2;-162.6276127236437
2;0.16642713969623169;CTM;4;-162.6276531739405
2;0.16642713969623169;CTM;8;-162.6276531739405
4;0.07975843092102668;CTM;2;-161.2200097000329
4;0.07975843092102668;CTM;4;-161.21971622511657
4;0.07975843092102668;CTM;8;-161.21967692745275
8;0.026615203021654744;CTM;2;-160.36656245307054
8;0.026615203021654744;CTM;4;-160.36679569245382
8;0.026615203021654744;CTM;8;-160.36668626648864
16;0.003577782268442027;CTM;2;-160.14606814064015
16;0.003577782268442027;CTM;4;-160.14602196349082
16;0.003577782268442027;CTM;8;-160.14595260491836
32;0.00017392159651045621;CTM;2;-160.13896649000074
32;0.00017392159651045621;CTM;4;-160.13878971893047
32;0.00017392159651045621;CTM;8;-160.13879943191975
