D;Delta;env;chi;eng
2;0.20472200884011837;BP;1;-208.11054374023843
4;0.09150067778877918;BP;1;-204.14554553153533
8;0.024216497103801936;BP;1;-201.96730946704713
16;0.001906752707703845;BP;1;-201.6153830690962
32;8.617527638323234e-15;BP;1;-201.6110381491951
2;0.20472200884011837;CTM;2;-208.1106004712816
2;0.20472200884011837;CTM;4;-208.11064544570914
2;0.20472200884011837;CTM;8;-208.11064544570914
4;0.09150067778877918;CTM;2;-204.1450659898176
4;0.09150067778877918;CTM;4;-204.1452259088342
4;0.09150067778877918;CTM;8;-204.1455015793774
8;0.024216497103801936;CTM;2;-201.96691967164406
8;0.024216497103801936;CTM;4;-201.96666125993528
8;0.024216497103801936;CTM;8;-201.96671393247266
16;0.001906752707703845;CTM;2;-201.61517446720407
16;0.001906752707703845;CTM;4;-201.61495090138018
16;0.001906752707703845;CTM;8;-201.61502321009556
32;8.617527638323234e-15;CTM;2;-201.61083588507108
32;8.617527638323234e-15;CTM;4;-201.61072486018375
32;8.617527638323234e-15;CTM;8;-201.61081015004794
64;8.617527638323234e-15;BP;1;-201.6110381491951
