D;Delta;env;chi;eng
4;0.061040044684440395;BP;1;-149.87643574247025
2;0.14456703454081316;BP;1;-151.95361245763362
8;0.007527361820003507;BP;1;-148.5771257257744
16;4.788560753596133e-15;BP;1;-148.53470434815438
32;4.788560753596133e-15;BP;1;-148.53470434815438
2;0.14456703454081316;CTM;2;-151.94950070267456
2;0.14456703454081316;CTM;8;-151.94942778369696
2;0.14456703454081316;CTM;4;-151.94942778369696
4;0.061040044684440395;CTM;2;-149.8755807358028
4;0.061040044684440395;CTM;4;-149.87562152269513
4;0.061040044684440395;CTM;8;-149.87560058487637
8;0.007527361820003507;CTM;2;-148.57721128028385
8;0.007527361820003507;CTM;4;-148.57742399039756
8;0.007527361820003507;CTM;8;-148.57719012245272
16;4.788560753596133e-15;CTM;2;-148.53471069466357
16;4.788560753596133e-15;CTM;4;-148.53457483884685
16;4.788560753596133e-15;CTM;8;-148.53457483884682
32;4.788560753596133e-15;CTM;2;-148.53471069466357
32;4.788560753596133e-15;CTM;4;-148.53457483884685
32;4.788560753596133e-15;CTM;8;-148.53457483884682
64;4.788560753596133e-15;BP;1;-148.53470434815438
