D;Delta;env;chi;eng
2;2.677684836469224e-16;BP;1;-83.44696356732776
4;2.677684836469224e-16;BP;1;-83.44696356732776
8;2.677684836469224e-16;BP;1;-83.44696356732776
16;2.677684836469224e-16;BP;1;-83.44696356732776
32;2.677684836469224e-16;BP;1;-83.44696356732776
4;2.677684836469224e-16;CTM;2;-83.44696356732776
4;2.677684836469224e-16;CTM;4;-83.44696356732776
4;2.677684836469224e-16;CTM;8;-83.44696356732776
16;2.677684836469224e-16;CTM;2;-83.44696356732776
16;2.677684836469224e-16;CTM;4;-83.44696356732776
16;2.677684836469224e-16;CTM;8;-83.44696356732776
2;2.677684836469224e-16;CTM;2;-83.44696356732776
2;2.677684836469224e-16;CTM;4;-83.44696356732776
2;2.677684836469224e-16;CTM;8;-83.44696356732776
8;2.677684836469224e-16;CTM;2;-83.44696356732776
8;2.677684836469224e-16;CTM;4;-83.44696356732776
8;2.677684836469224e-16;CTM;8;-83.44696356732776
32;2.677684836469224e-16;CTM;2;-83.44696356732776
32;2.677684836469224e-16;CTM;4;-83.44696356732776
32;2.677684836469224e-16;CTM;8;-83.44696356732776
