D;Delta;env;chi;eng
2;0.10570401252242786;BP;1;-143.9459513792433
4;0.042879977289988325;BP;1;-143.12408165306323
8;0.010568366972869487;BP;1;-142.87882518284817
16;0.0011089337227812514;BP;1;-142.84602016202368
32;3.613779739538891e-05;BP;1;-142.84542904130672
2;0.10570401252242786;CTM;2;-143.94595713256388
2;0.10570401252242786;CTM;4;-143.9459852771612
2;0.10570401252242786;CTM;8;-143.9459852771612
4;0.042879977289988325;CTM;2;-143.12405505303965
4;0.042879977289988325;CTM;4;-143.12389291357556
4;0.042879977289988325;CTM;8;-143.12387006153568
8;0.010568366972869487;CTM;2;-142.87892762267953
8;0.010568366972869487;CTM;4;-142.87894784087902
8;0.010568366972869487;CTM;8;-142.87894888536326
16;0.0011089337227812514;CTM;2;-142.84618569432112
16;0.0011089337227812514;CTM;4;-142.8461794327381
16;0.0011089337227812514;CTM;8;-142.8461600200349
32;3.613779739538891e-05;CTM;2;-142.84559292563046
32;3.613779739538891e-05;CTM;4;-142.84557347319782
32;3.613779739538891e-05;CTM;8;-142.84555897335076
