D;Delta;env;chi;eng
2;3.1562967975261324e-16;BP;1;-80.86742895786787
4;3.1562967975261324e-16;BP;1;-80.86742895786787
8;3.1562967975261324e-16;BP;1;-80.86742895786787
16;3.1562967975261324e-16;BP;1;-80.86742895786787
32;3.1562967975261324e-16;BP;1;-80.86742895786787
2;3.1562967975261324e-16;CTM;2;-80.86742895786789
2;3.1562967975261324e-16;CTM;4;-80.86742895786789
2;3.1562967975261324e-16;CTM;8;-80.86742895786789
4;3.1562967975261324e-16;CTM;2;-80.86742895786789
4;3.1562967975261324e-16;CTM;4;-80.86742895786789
4;3.1562967975261324e-16;CTM;8;-80.86742895786789
8;3.1562967975261324e-16;CTM;2;-80.86742895786789
8;3.1562967975261324e-16;CTM;4;-80.86742895786789
8;3.1562967975261324e-16;CTM;8;-80.86742895786789
16;3.1562967975261324e-16;CTM;2;-80.86742895786789
16;3.1562967975261324e-16;CTM;4;-80.86742895786789
16;3.1562967975261324e-16;CTM;8;-80.86742895786789
32;3.1562967975261324e-16;CTM;2;-80.86742895786789
32;3.1562967975261324e-16;CTM;4;-80.86742895786789
32;3.1562967975261324e-16;CTM;8;-80.86742895786789
